ticker,company,issuer,spot,predicted,date_posted
5,匯豐控股 (00005),高盛,,95,1/3/2011 15:18
2600,中國鋁業 (02600),高盛,,5.3,1/3/2011 10:59
16,新鴻基地產 (00016),匯豐環球,171.8,180.7,1/3/2011 10:54
5,匯豐控股 (00005),摩根大通,115,110,1/3/2011 10:06
11,恆生銀行 (00011),瑞信,,159,1/3/2011 09:46
1919,中國遠洋 (01919),工銀國際,,11.9,1/2/2011 18:04
1899,興達國際 (01899),里昂,,7.75,1/2/2011 18:01
3383,雅居樂 (03383),野村,,15.66,1/2/2011 18:00
606,中國糧油控股 (00606),摩通,,10.3,1/2/2011 15:24
1099,國藥控股 (01099),摩通,20,27,1/2/2011 15:21
494,利豐 (00494),里昂,,52,1/2/2011 15:19
3328,交通銀行 (03328),巴克萊資本,,10.7,1/2/2011 15:18
66,港鐵公司 (00066),里昂,,39,1/2/2011 15:02
1899,興達國際 (01899),里昂,,11.2,1/2/2011 15:00
659,新創建集團 (00659),花旗,,13.35,1/2/2011 14:45
3383,雅居樂地產 (03383),野村,,15.66,1/2/2011 14:43
384,中國燃氣 (00384),高盛,,5.3,1/2/2011 10:14
941,中移動 (00941),德銀,86,87,1/2/2011 10:11
2600,中國鋁業 (02600),花旗,,6.1,1/2/2011 10:04
2688,新奧能源 (02688),瑞銀,25.9,30.9,1/2/2011 10:00
1398,工商銀行 (01398),瑞銀,7,7.7,12/11/2010 16:27
823,領匯房產基金 (00823),大和,20.35,30.35,12/11/2010 15:48
2888,渣打銀行 (02888),摩通,225,250,12/11/2010 15:36
1688,阿里巴巴 (01688),麥格理,,12.5,12/11/2010 15:23
493,國美電器 (00493),建銀國際,,3.5,12/11/2010 15:09
17,新世界發展 (00017),里昂,,21.8,12/11/2010 15:07
19,太古A (00019),里昂,,122,12/11/2010 15:03
1,長實 (00001),里昂,,149,12/11/2010 15:01
808,泓富產業信託 (00808),星展唯高達,,1.95,12/11/2010 14:59
1299,友邦保險 (01299),里昂,,22.5,12/11/2010 10:34
823,領匯 (00823),麥格理,,24,12/11/2010 10:28
493,國美電器 (00493),美銀美林,2.6,3.3,12/11/2010 09:54
2468,創益太陽能 (02468),里昂,,6.69,12/11/2010 08:56
883,中海油 (00883),麥格里,,13.5,12/10/2010 19:04
1200,美聯集團 (01200),瑞信,,8.6,12/10/2010 16:18
66,港鐵公司 (00066),高盛,30.3,35.6,12/10/2010 15:07
3833,新疆新鑫礦業 (03833),中銀國際,,5.13,12/10/2010 15:05
388,香港交易所 (00388),瑞銀,105,115,12/10/2010 14:46
178,莎莎國際 (00178),星展唯高達,,7.02,12/10/2010 14:41
2343,太平洋航運 (02343),野村,,8.5,12/10/2010 14:38
883,中國海洋石油 (00883),野村,,19.5,12/10/2010 14:36
13,和記黃埔 (00013),高盛,66,90,12/10/2010 12:11
8,電訊盈科 (00008),摩根士丹利,2.8,3.5,12/10/2010 10:09
883,中國海洋石油 (00883),摩根大通,,12.5,12/10/2010 10:05
3968,招商銀行 (03968),大福證券,,18.8,12/10/2010 10:01
968,小肥羊集團 (00968),德銀,,5.3,12/10/2010 09:52
8,電盈 (00008),大和,,2.71,12/8/2010 19:53
688,中國海外發展 (00688),摩根大通,17,18,12/8/2010 17:47
688,中海外 (00688),申銀萬國,17.65,18.55,12/8/2010 16:27
182,中國風電 (00182),中銀國際,,1.1,12/8/2010 16:24
1883,中信 1616 (01883),星展唯高達,3.3,2.9,12/8/2010 15:53
709,佐丹奴國際 (00709),星展唯高達,3.25,4.3,12/8/2010 15:48
1868,真明麗 (01868),星展唯高達,,8.39,12/8/2010 15:33
700,騰訊控股 (00700),星展唯高達,,172,12/8/2010 15:03
688,中國海外 (00688),未來資產,,16.2,12/8/2010 15:00
388,香港交易所 (00388),星展唯高達,,95,12/8/2010 14:58
1883,中信1616集團 (01883),未來資產,,2.55,12/8/2010 14:56
2356,大新銀行集團 (02356),大福證券,,13.5,12/8/2010 10:04
1111,創興銀行 (01111),摩根大通,16,15,12/8/2010 09:59
916,龍源電力 (00916),法巴,,10.88,12/8/2010 09:54
709,佐丹奴 (00709),DBS唯高達,3.25,4.3,12/8/2010 09:41
388,港交所 (00388),摩根士丹利,105,100,12/8/2010 09:37
700,騰訊 (00700),花旗,,186,12/8/2010 09:26
700,騰訊 (00700),美銀美林,,188,12/8/2010 09:25
700,騰訊 (00700),野村國際,,200,12/8/2010 09:23
178,莎莎國際 (00178),京華山一,,5.99,12/7/2010 18:56
3989,新環保能源 (03989),星展唯高達,,2.1,12/7/2010 17:17
639,福山能源 (00639),里昂,,5,12/7/2010 16:28
16,新鴻基地產 (00016),美銀美林,,126,12/7/2010 16:02
3377,遠洋地產 (03377),中銀國際,,5.32,12/7/2010 15:58
1880,百麗 (01880),美銀美林,,14,12/7/2010 10:36
1382,互太紡織 (01382),摩根士丹利,5.3,6,12/7/2010 10:26
3988,中國銀行 (03988),大福證券,,5,12/7/2010 10:23
700,騰訊 (00700),匯豐證券,207,187,12/7/2010 10:18
16,新鴻基地產 (00016),麥格理,,132,12/5/2010 18:31
2388,中銀香港 (02388),德銀,,24,12/5/2010 18:26
576,浙江滬杭甬 (00576),星展唯高達,7.81,7.67,12/5/2010 17:58
697,首長國際 (00697),大摩,,2,12/5/2010 16:45
762,中國聯通 (00762),野村,,10.8,12/5/2010 15:59
336,華寶國際 (00336),花旗,,6.3,12/5/2010 15:08
8199,威高股份 (08199),麥格理,,22,12/5/2010 14:40
8199,威高股份 (08199),星展唯高達,,26.5,12/5/2010 14:30
8277,物美商業 (08277),星展唯高達,,15.26,12/5/2010 14:25
8277,物美商業 (08277),中銀國際,,15.7,12/5/2010 14:22
388,香港交易所 (00388),美銀美林,,128,12/5/2010 14:17
316,東方海外 (00316),摩根士丹利,68,69,12/5/2010 10:34
1070,TCL多媒體 (01070),瑞信,10.4,9.85,12/5/2010 10:29
1211,比亞迪 (01211),摩根士丹利,,70,12/5/2010 10:25
1174,太平洋恩利 (01174),大福證券,,1.75,12/5/2010 10:08
980,聯華超市 (00980),中金,,34.5,12/4/2010 18:02
293,國泰航空 (00293),大和,,18.02,12/4/2010 17:46
3331,維達國際 (03331),中信,,5.1,12/4/2010 17:29
1068,雨潤食品 (01068),野村,,31,12/4/2010 17:27
293,國泰航空 (00293),大和,,18.02,12/4/2010 14:38
489,東風集團 (00489),CIMB-GK,,15.7,12/4/2010 14:28
3818,中國動向 (03818),元大,,6.9,12/4/2010 11:48
2331,李寧 (02331),美銀美林,,33,12/4/2010 11:46
270,粵海投資 (00270),美銀美林,,5.3,12/4/2010 11:43
1238,寶龍地產 (01238),高盛,,2.96,12/4/2010 10:52
3328,交通銀行 (03328),大福證券,,11,12/4/2010 10:40
551,裕元集團 (00551),花旗,,30.6,12/3/2010 18:28
19,太古A (00019),里昂證券,,120,12/3/2010 18:25
3813,寶勝國際 (03813),美國銀行美林,,1.6,12/3/2010 14:27
861,神州數碼 (00861),麥格理,16,18.5,11/11/2010 16:20
700,騰訊控股 (00700),麥格理,,178,11/11/2010 16:08
922,聯想集團 (00922),麥格理,5.8,6.2,11/11/2010 16:06
522,ASM Pacific (00522),瑞銀,,55.4,11/11/2010 14:58
992,聯想集團 (00992),建銀國際,,6.3,11/11/2010 14:55
388,香港交易所 (00388),中銀國際,214,240,11/11/2010 14:55
700,騰訊控股 (00700),建銀國際,,215,11/11/2010 14:54
2088,西王糖業 (02088),中銀國際,,3.3,11/11/2010 14:51
270,粵海投資 (00270),大福證券,,5.2,11/11/2010 09:59
868,信義玻璃 (00868),摩根大通,6.8,8.8,11/11/2010 09:02
2020,安踏體育 (02020),花旗,,20,11/11/2010 08:58
148,建滔化工 (00148),里昂,,56.9,11/11/2010 08:54
1766,中國南車 (01766),摩通,,9.4,11/10/2010 16:04
2777,富力地產 (02777),瑞銀,,12.17,11/10/2010 15:25
83,信和置業 (00083),瑞銀,23.7,24.2,11/10/2010 15:12
16,新鴻基地產 (00016),野村,,150,11/10/2010 15:10
1968,匹克體育 (01968),高盛,,7.8,11/10/2010 15:08
17,新世界發展 (00017),美銀美林,,19,11/10/2010 15:05
1,長江實業 (00001),野村,,136.8,11/10/2010 15:04
489,東風集團股份 (00489),星展唯高達,,17.5,11/10/2010 14:54
2088,西王糖業 (02088),中銀國際,,3.1,11/10/2010 14:50
728,中電信 (00728),中銀國際,,4.9,11/10/2010 14:39
330,思捷環球 (00330),瑞信,41,45.6,11/10/2010 10:45
700,騰訊 (00700),摩根大通,175,205,11/10/2010 10:19
2600,中國鋁業 (02600),摩根大通,7,7.6,11/10/2010 10:06
2369,中國無線 (02369),瑞銀,,4.1,11/10/2010 09:39
349,工銀亞洲 (00349),大摩,,24,11/8/2010 18:23
891,利邦 (00891),中銀國際,,6.6,11/8/2010 16:08
2331,李寧 (02331),中銀國際,,32,11/8/2010 15:58
493,國美電器 (00493),中銀國際,,2.6,11/8/2010 15:56
1688,阿里巴巴 (01688),中銀國際,,16.7,11/8/2010 15:21
2356,大新銀行集團 (02356),高盛,,12.9,11/8/2010 15:20
14,希慎興業 (00014),星展唯高達,,27.4,11/8/2010 14:44
8277,物美商業 (08277),星展唯高達,,17.01,11/8/2010 14:41
606,中國糧油控股 (00606),SWS Research,,12.8,11/8/2010 14:38
349,工銀亞洲 (00349),未來資產,,29.45,11/8/2010 14:35
1988,民生銀行 (01988),花旗,,8.7,11/8/2010 09:52
27,銀河娛樂 (00027),瑞信,5.45,6.1,11/8/2010 09:47
349,工銀亞洲 (00349),德意志,,29.45,11/8/2010 09:38
902,華能國電 (00902),德銀,5.2,5,11/8/2010 09:37
3933,聯邦制藥 (03933),大福證券,,16.5,11/8/2010 09:24
1668,華南城 (01668),美銀美林,,2,11/6/2010 18:50
700,騰訊控股 (00700),德銀,,160,11/6/2010 17:47
2380,中國電力 (02380),京華山一,,2,11/6/2010 14:48
880,澳博控股 (00880),德意志,,8,11/6/2010 14:44
1668,華南城 (01668),美銀美林,,2,11/6/2010 14:41
663,金山能源 (00663),3V Capital,,0.238,11/6/2010 14:36
175,吉利汽車 (00175),星展唯高達,,2.9,11/6/2010 11:45
384,中國燃氣 (00384),高盛,,5.8,11/6/2010 10:18
1171,兗州煤業 (01171),美林,18.5,20,11/6/2010 10:14
880,澳博 (00880),德銀,,8,11/6/2010 10:10
345,維他奶國際 (00345),大福證券,,6.8,11/6/2010 10:03
4,九龍倉集團 (00004),花旗銀行,,53.7,11/5/2010 18:00
836,華潤電力 (00836),野村,,20.3,11/5/2010 17:27
1088,中國神華 (01088),野村,,47,11/5/2010 17:26
293,國泰航空 (00293),高盛,,19,11/5/2010 16:10
392,北京控股 (00392),美銀美林,,64.7,11/5/2010 15:12
3311,中國建築國際 (03311),星展唯高達,,4.23,11/5/2010 15:10
591,中國高精密 (00591),星展唯高達,,6.7,11/5/2010 15:09
293,國泰航空 (00293),美銀美林,,20.3,11/5/2010 15:08
349,工銀亞洲 (00349),花旗,,22.5,11/5/2010 14:33
522,ASM Pacific (00522),未來資產,,100,11/5/2010 14:31
576,浙江滬杭甬 (00576),星展唯高達,,7.67,11/5/2010 14:28
1928,金沙中國 (01928),CIMB-GK,,15.99,11/5/2010 14:23
3800,保利協鑫能源 (03800),摩根士丹利,2,1.96,11/5/2010 10:26
753,中國國航 (00753),大福證券,7.8,8,11/5/2010 10:15
2007,碧桂園 (02007),花旗,,1.8,11/5/2010 10:08
14,希慎興業 (00014),瑞銀,,59.7,10/12/2010 16:53
688,中國海外 (00688),星展唯高達,,19,10/12/2010 16:51
2888,渣打銀行 (02888),摩通,,250,10/12/2010 16:49
386,中國石油化工 (00386),花旗,,11.6,10/12/2010 15:36
1683,國際煤機 (01683),摩通,7.8,8.3,10/12/2010 15:31
688,中國海外發展 (00688),星展唯高達,,19,10/12/2010 15:29
883,中國海洋石油 (00883),瑞銀,17.2,20,10/12/2010 15:28
2319,蒙牛乳業 (02319),星展唯高達,,25.3,10/12/2010 14:49
494,利豐 (00494),里昂,,45,10/12/2010 14:47
1880,百麗國際 (01880),高盛,,18.5,10/12/2010 09:40
1186,中國鐵建 (01186),匯豐證券,12,11.3,10/12/2010 09:33
2888,渣打集團 (02888),瑞銀,,224.2,10/12/2010 09:29
1393,恆鼎實業 (01393),蘇格蘭皇家銀行,,8.8,10/12/2010 09:23
3311,中國建築國際 (03311),中銀國際,6,7,10/11/2010 15:10
1199,中遠太平洋 (01199),摩通,,16.1,10/11/2010 15:09
144,招商局國際 (00144),摩通,,29.8,10/11/2010 15:08
1698,博士蛙 (01698),瑞信,,7.85,10/11/2010 14:41
83,信和置業 (00083),$15.01→$15.05,15.01,15.05,10/11/2010 10:24
2777,富力地產 (02777),瑞銀,12.17,12.74,10/11/2010 10:12
1618,中國冶金科工 (01618),花旗,3.8,3.1,10/11/2010 10:09
732,信利國際 (00732),大福證券,,15.2,10/11/2010 10:04
1818,招金礦業 (01818),中銀國際,,22.43,10/9/2010 18:14
4,九龍倉集團 (00004),瑞銀,,60.4,10/9/2010 17:04
669,創科實業 (00669),CIMB,,13.1,10/9/2010 16:19
1200,美聯集團 (01200),金英,,7.31,10/9/2010 16:00
4,九龍倉集團 (00004),星展唯高達,,48,10/9/2010 15:35
916,龍源電力 (00916),野村,,7.6,10/9/2010 15:26
883,中國海洋石油 (00883),花旗,15.9,18.5,10/9/2010 15:10
3311,中國建築國際 (03311),中銀國際,,5.4,10/9/2010 12:50
658,中國高速傳動 (00658),星展唯高達,,21,10/9/2010 12:40
902,華能國際電力 (00902),里昂,,4.4,10/9/2010 08:20
3311,中國建築 (03311),花旗,,5.1,10/9/2010 08:14
688,中國海外發展 (00688),中銀國際,,19,10/9/2010 08:07
489,東風汽車 (00489),國泰君安,11.5,16.1,10/9/2010 08:01
2880,大連港 (02880),星展唯高達,,3.37,10/8/2010 18:18
581,中國東方 (00581),東英證券,,3.5,10/8/2010 18:17
700,騰訊控股 (00700),摩通,,180,10/8/2010 15:47
688,中國海外發展 (00688),摩通,,17,10/8/2010 15:30
688,中國海外 (00688),大摩,,17,10/8/2010 15:09
1212,利福國際 (01212),CIMB,14.04,14.63,10/8/2010 15:08
3333,恒大地產 (03333),中銀國際,,3.72,10/8/2010 15:07
2880,大連港 (02880),星展唯高達,,4.18,10/8/2010 15:06
440,大新金融 (00440),瑞銀,,54.5,10/8/2010 15:02
1212,利福國際 (01212),德意志,17.6,18.3,10/8/2010 11:06
368,中外運航運 (00368),高盛,,4.8,10/8/2010 10:49
1128,永利澳門 (01128),大福證券,13.7,15.21,10/8/2010 10:38
347,鞍鋼 (00347),摩根大通,,12,10/8/2010 10:31
2899,紫金礦業 (02899),摩根士丹利,,5,10/8/2010 10:28
1212,利福國際 (01212),高盛,16.1,17.2,10/8/2010 09:08
1212,利福國際 (01212),摩根大通,16,18.7,10/8/2010 09:03
268,金蝶國際 (00268),中銀國際,,3.4,10/6/2010 18:01
700,騰訊控股 (00700),三星證券,,115,10/6/2010 17:50
992,聯想集團 (00992),里昂,,6.4,10/6/2010 14:55
658,中國高速傳動 (00658),CIMB-GK,,28.2,10/6/2010 14:52
16,新鴻基地產 (00016),美銀美林,,124,10/6/2010 14:49
257,中國光大國際 (00257),星展唯高達,,5.01,10/6/2010 14:47
388,港交所 (00388),法巴,150.77,144.59,10/6/2010 12:15
3333,恒大地產集團 (03333),高盛,,3.39,10/6/2010 10:49
998,中信銀行 (00998),法巴,,7.88,10/6/2010 10:39
494,利豐 (00494),美銀美林,,45,10/6/2010 10:36
3328,交通銀行 (03328),大福證券,,10.2,10/6/2010 09:59
330,思捷環球 (00330),美銀美林,,60,10/5/2010 18:08
341,大家樂集團 (00341),元大,,21,10/5/2010 17:33
3339,中國龍工 (03339),美銀美林,,7.5,10/5/2010 17:10
242,信德集團 (00242),麥格理,,6.3,10/5/2010 17:08
11,恆生銀行 (00011),大摩,102,114,10/5/2010 16:19
5,匯豐控股 (00005),德銀,,91.2,10/5/2010 16:17
494,利豐 (00494),高盛,,45,10/5/2010 15:31
16,新鴻基地產 (00016),美銀美林,,139,10/5/2010 15:05
3311,中國建築國際 (03311),星展唯高達,,4.23,10/5/2010 14:50
4,九龍倉 (00004),花旗,,53.7,10/5/2010 14:45
700,騰訊控股 (00700),Mirae Asset Sec Eng Lang,,202.2,10/5/2010 14:38
494,利豐 (00494),高盛,,45,10/5/2010 11:17
1919,中國遠洋 (01919),國浩資本,,10.5,10/5/2010 11:09
5,匯豐控股 (00005),摩根士丹利,,87,10/5/2010 10:53
773,中國金屬再生資源 (00773),輝立,,13.28,9/12/2010 18:43
3382,天津港 (03382),美銀美林,,2.2,9/12/2010 18:31
3333,恒大地產 (03333),花旗,,5.18,9/12/2010 16:38
489,東風汽車 (00489),德銀,,19.7,9/12/2010 16:27
1880,百麗國際 (01880),高盛,18,18.5,9/12/2010 16:20
2238,廣汽集團 (02238),德銀,,13.2,9/12/2010 16:11
883,中國海洋石油 (00883),美銀美林,,18.2,9/12/2010 14:48
1199,中遠太平洋 (01199),美銀美林,,13.5,9/12/2010 14:46
3382,天津港發展 (03382),美銀美林,,2.2,9/12/2010 14:45
941,中國移動 (00941),工銀國際,,90,9/12/2010 14:41
2388,中銀香港 (02388),摩根士丹利,,29.5,9/12/2010 10:13
168,青島啤酒 (00168),高盛,38.8,40.5,9/12/2010 10:10
589,寶姿 (00589),摩根大通,,24.1,9/12/2010 10:04
293,國泰航空 (00293),海通國際,24,26,9/12/2010 09:49
2318,平安保險 (02318),美銀美林,,95.62,9/11/2010 18:01
386,中國石油化工 (00386),瑞信,,8.2,9/11/2010 17:49
813,世茂房地產 (00813),瑞銀,10.18,14.85,9/11/2010 15:38
341,大家樂集團 (00341),星展唯高達,19,19.5,9/11/2010 15:21
880,澳博控股 (00880),摩通,11,15.5,9/11/2010 15:03
1128,永利澳門 (01128),德銀,15.8,20,9/11/2010 10:16
941,中國移動 (00941),瑞信,,116,9/11/2010 10:06
5,匯豐控股 (00005),瑞銀,,100,9/11/2010 10:01
386,中石化 (00386),里昂,7.1,7.5,9/11/2010 09:56
338,上海石油化工 (00338),野村,3.25,4,9/9/2010 15:51
489,東風集團股份 (00489),花旗,,13.65,9/9/2010 15:30
27,銀河娛樂 (00027),瑞銀,,7.55,9/9/2010 15:14
4,九龍倉 (00004),德銀,,50,9/9/2010 14:51
560,珠江船務 (00560),中信証券,,2.67,9/9/2010 14:49
2369,中國無線 (02369),中信証券,,4.75,9/9/2010 14:47
1883,中信1616集團 (01883),中信証券,,3.6,9/9/2010 14:45
694,北京首都機場 (00694),美銀美林,,4.07,9/9/2010 11:30
1171,兗州煤業 (01171),中銀國際,,25.01,9/9/2010 09:34
1919,中國遠洋 (01919),工銀國際,,10,9/9/2010 09:10
941,中國移動 (00941),瑞信,,116,9/9/2010 09:04
3818,中國動向 (03818),高盛,,5.7,9/9/2010 08:56
2369,中國無線 (02369),東英,,4.2,9/8/2010 17:35
3828,明輝國際 (03828),星展唯高達,,3.67,9/8/2010 15:15
1688,阿里巴巴 (01688),星展唯高達,,14.3,9/8/2010 15:14
3813,寶勝國際 (03813),美銀美林,1,1.18,9/8/2010 15:13
700,騰訊控股 (00700),星展唯高達,,162,9/8/2010 15:12
11,恒生銀行 (00011),金英,,128,9/8/2010 14:54
13,和黃 (00013),高盛,,66,9/8/2010 14:50
1212,利褔國際 (01212),德意志,,17.6,9/8/2010 14:49
440,大新金融 (00440),美銀美林,,49.75,9/8/2010 14:46
293,國泰航空 (00293),大福證券,18.8,22,9/8/2010 09:47
916,龍源電力 (00916),摩根大通,,10.7,9/8/2010 09:32
3933,聯邦制藥 (03933),德銀,11.2,15.7,9/8/2010 09:29
66,香港鐵路 (00066),瑞信,28.7,33.1,9/8/2010 09:28
494,利豐 (00494),德銀,,35.9,9/7/2010 18:39
494,利豐 (00494),美銀美林,,50,9/7/2010 17:05
1898,中煤能源 (01898),瑞銀,,13.4,9/7/2010 17:01
101,恒隆地產 (101 ),高盛,,34.8,9/7/2010 15:46
3377,遠洋地產 (03377),CIMB Research,,6.03,9/7/2010 15:15
2010,瑞年國際 (02010),里昂,,6.49,9/7/2010 15:12
494,利豐 (00494),中銀國際,,46.9,9/7/2010 15:09
322,康師傅 (00322),星展唯高達,,18,9/7/2010 15:01
349,工銀亞洲 (00349),德銀,,24,9/7/2010 14:26
2883,中海油田 (02883),匯豐證券,,12.3,9/7/2010 10:25
941,中國移動 (00941),大福证券,,90,9/7/2010 10:20
861,神州數碼 (00861),麥格理,15.2,14,9/7/2010 09:58
538,味千中國 (00538),法巴,7,10.5,9/7/2010 09:54
2038,富士康 (02038),麥格理,,4.6,9/6/2010 18:57
2038,富士康 (02038),高盛,,5.2,9/6/2010 18:33
683,嘉里建設 (00683),高盛,,50,9/6/2010 15:48
83,信和置業 (00083),高盛,,17.25,9/6/2010 15:46
16,新鴻基地產 (00016),高盛,,135.5,9/6/2010 15:43
11,恒生銀行 (00011),德意志,,118,9/6/2010 14:50
73,亞洲果業 (00073),美銀美林,,8.5,9/6/2010 14:46
688,中國海外 (00688),CIMB-GK,,18.12,9/6/2010 14:42
669,創科實業 (00669),CIMB-GK,,10.82,9/6/2010 14:40
3328,交通銀行 (03328),花旗,11.5,11,9/6/2010 10:12
3383,雅居樂地產 (03383),大福證券,,10.8,9/6/2010 09:58
1234,中國利郎 (01234),美林,7.8,9.1,9/6/2010 09:17
1638,佳兆業 (01638),瑞信,3.5,2.1,9/6/2010 09:12
3393,威勝集團 (03393),元大,,8.8,9/4/2010 18:07
168,青島啤酒 (00168),星展唯高達,31,37.2,9/4/2010 18:01
763,中興通訊 (00763),大摩,,60,9/4/2010 17:57
1833,銀泰百貨 (01833),元大,,9.9,9/4/2010 16:52
3998,波司登 (03998),南華,,1.93,9/4/2010 16:27
3382,天津港發展 (03382),美銀美林,,3.2,9/4/2010 16:00
2341,中怡精細化工 (02341),派杰,,2.8,9/4/2010 15:57
2777,富力地產 (02777),麥格理,,17.1,9/4/2010 15:54
596,浪潮國際 (00596),麥格理,,0.7,9/4/2010 15:52
836,華潤電力 (00836),CIMB-GK,,19.89,9/4/2010 14:49
891,利邦 (00891),CSC Securities (HK),,6.85,9/4/2010 14:42
596,浪潮國際 (00596),中銀國際,,0.96,9/4/2010 14:37
3382,天津港 (03382),美銀美林,,3.2,9/4/2010 10:25
763,中興通訊 (00763),花旗,,64,9/4/2010 10:06
763,中興通訊 (00763),高盛,,47,9/4/2010 10:00
2600,中國鋁業 (02600),大福證券,,9.7,9/4/2010 09:53
3383,雅居樂 (03383),建銀國際,,12.41,8/12/2010 18:33
1919,中國遠洋 (01919),海通,,11.5,8/12/2010 18:24
210,達芙妮 (00210),南華,,11,8/12/2010 18:03
762,中國聯通 (00762),金英,,12.37,8/12/2010 16:33
1234,中國利郎 (01234),摩通,,11.9,8/12/2010 15:40
916,龍源電力 (00916),法巴,,10.88,8/12/2010 15:35
2238,廣汽集團 (02238),高盛,,13.2,8/12/2010 15:22
175,吉利汽車 (00175),高盛,,3.33,8/12/2010 15:20
823,領匯房產基金 (00823),瑞銀,,27.95,8/12/2010 14:55
69,香格里拉 (00069),高盛,,24.55,8/12/2010 14:53
2238,廣汽集團 (02238),高盛,,13.2,8/12/2010 14:51
3333,恒大地產 (03333),德銀,,5,8/12/2010 14:46
6,港燈 (00006),德銀,46.6,50,8/12/2010 10:05
1313,華潤水泥 (01313),匯豐證券,7.2,7.4,8/12/2010 10:00
175,吉利汽車 (00175),瑞信,,1.92,8/12/2010 09:42
293,國泰航空 (00293),里昂,,26,8/12/2010 09:38
5,匯豐控股 (00005),高盛,,87,8/11/2010 16:15
494,利豐 (00494),瑞信,,48.65,8/11/2010 16:14
388,香港交易所 (00388),星展唯高達,95,237,8/11/2010 15:20
5,匯豐控股 (00005),大摩,90,92,8/11/2010 15:19
11,恒生銀行 (00011),德銀,,124,8/11/2010 15:07
119,保利香港 (00119),高盛,,11.29,8/11/2010 15:03
3377,遠洋地產 (03377),SWS Research,,6.88,8/11/2010 15:01
144,招商局國際 (00144),大摩,,30.52,8/11/2010 12:16
926,碧生源 (00926),摩根士丹利,,3.6,8/11/2010 10:49
330,思捷環球 (00330),大福證券,,47.9,8/11/2010 10:20
297,中化化肥 (00297),花旗,4.2,5.4,8/11/2010 09:27
347,鞍鋼 (00347),蘇格蘭皇家銀行,10.9,12,8/11/2010 09:24
2899,紫金礦業 (02899),瑞銀,,6,8/10/2010 16:25
992,聯想集團 (00992),瑞銀,,6.2,8/10/2010 16:24
3311,中國建築國際 (03311),中銀國際,5.6,6.6,8/10/2010 15:04
1898,中煤能源 (01898),麥格理,13.34,15.5,8/10/2010 15:03
165,光大控股 (00165),高盛,,17.9,8/10/2010 14:52
17,新世界發展 (00017),高盛,,18.6,8/10/2010 14:41
917,新世界中國 (00917),里昂,3.6,3.3,8/10/2010 10:25
728,中國電信 (00728),德銀,,4.9,8/10/2010 10:21
330,思捷環球 (00330),高盛,55,57,8/10/2010 10:03
998,中信銀行 (00998),大福證券,,6.2,8/10/2010 09:35
323,馬鋼 (00323),大摩,,5,8/9/2010 18:04
941,中國移動 (00941),摩通,,82,8/9/2010 15:52
762,中國聯通 (00762),摩通,,13.2,8/9/2010 15:32
941,中國移動 (00941),高盛,,93,8/9/2010 15:11
302,永亨銀行 (00302),美銀美林,,82,8/9/2010 15:01
2777,富力地產 (02777),金英,,11.44,8/9/2010 14:37
19,太古A (00019),星展唯高達,,115.1,8/9/2010 14:34
941,中國移動 (00941),野村,,91,8/9/2010 14:31
1388,安莉芳 (01388),大福證券,,7.52,8/9/2010 14:29
315,數碼通電訊 (00315),麥格理,6.8,11,8/9/2010 11:33
123,越秀地產 (00123),德銀,,2.5,8/9/2010 09:15
697,首長國際 (00697),中銀國際,,1.9,8/9/2010 08:51
303,偉易達集團 (00303),花旗,,105,8/9/2010 08:44
388,香港交易及結算所 (00388),大和,,156.5,8/9/2010 08:39
848,茂業國際 (00848),高盛,,3.4,8/7/2010 18:05
1053,長江基建 (01053),瑞銀,,40,8/7/2010 15:42
1199,中遠太平洋 (01199),大摩,,15.3,8/7/2010 14:35
683,嘉里建設 (00683),野村,,49.7,8/7/2010 14:33
3311,中國建築國際 (03311),星展唯高達,,4.23,8/7/2010 14:30
1888,建滔積層板 (01888),CIMB Research,,9.88,8/7/2010 14:28
16,新地 (00016),瑞信,117,124.1,8/7/2010 10:25
1174,太平洋恩利 (01174),大福證券,,1.77,8/7/2010 10:20
763,中興通訊 (00763),匯豐證券,32,25,8/7/2010 10:08
1199,中遠太平洋 (01199),摩根大通,15.6,15.3,8/7/2010 10:03
119,保利香港 (00119),摩通,,8.6,8/6/2010 17:39
293,國泰航空 (00293),里昂,,19.6,8/6/2010 15:29
293,國泰航空 (00293),高盛,,20.3,8/6/2010 14:49
489,東風汽車 (00489),星展唯高達,,14.9,8/6/2010 14:46
203,駿威汽車 (00203),星展唯高達,,3.73,8/6/2010 14:43
19,太古A (00019),大摩,,102,8/6/2010 14:38
19,太古A (00019),里昂,,104,8/6/2010 14:25
1193,華潤燃氣 (01193),匯證,,12.6,8/6/2010 10:21
19,太古A (00019),美銀美林,,91,8/6/2010 10:17
2038,富士康 (02038),麥格理,5.3,4.6,8/6/2010 10:12
330,思捷球環 (00330),大福證券,,50.4,8/6/2010 09:41
3308,金鷹商貿集團 (03308),CIMB,,19.49,8/4/2010 18:00
493,國美電器 (00493),星展唯高達,,3.66,8/4/2010 15:50
2342,京信通信 (02342),金英,,13.1,8/4/2010 15:46
992,聯想集團 (00992),元大,,5.2,8/4/2010 15:42
1099,國藥 (01099),摩根大通,36,30,8/4/2010 15:39
839,天大石油管材 (00839),Evolution Watterson,,4.5,8/4/2010 14:35
639,褔山能源 (00639),滙富集團,,7,8/4/2010 14:30
