ticker,company,issuer,spot,predicted,date_posted
728,中電信 (00728),摩根士丹利,,3.9,26/8/2010 18:53
728,中電信 (00728),中銀國際,,3.73,26/8/2010 18:43
23,東亞銀行 (00023),瑞銀,30,28.5,26/8/2010 17:50
891,利邦 (00891),花旗,5.5,7,26/8/2010 17:07
175,吉利汽車 (00175),星展唯高達,,2.9,26/8/2010 17:04
891,利邦 (00891),摩通,,7.5,26/8/2010 16:57
763,中興通訊 (00763),野村,27,32,26/8/2010 16:54
728,中國電信 (00728),中銀國際,,4.3,26/8/2010 14:51
984,永旺 (00984),德銀,,18,26/8/2010 14:49
357,美蘭機場 (00357),中銀國際,,9.63,26/8/2010 14:46
606,中國糧油控股 (00606),中銀國際,,12.3,26/8/2010 14:44
2007,碧桂園 (02007),中銀國際,2.66,2.94,26/8/2010 10:57
151,中國旺旺 (00151),摩根大通,,5.8,26/8/2010 10:54
2628,中國人壽 (02628),花旗,41,36.2,26/8/2010 10:40
992,聯想集團 (00992),大福證券,,5.79,26/8/2010 10:36
522,ASM太平洋 (00522),高盛,,115,26/7/2019 10:30
1299,友邦保險 (01299),滙豐,65,69,26/7/2017 11:04
999,I.T (00999),里昂,3.18,2.2,26/7/2013 18:03
83,信和置業 (00083),瑞信,16.65,16.59,26/7/2013 17:06
522,ASM太平洋 (00522),摩根士丹利,,98,26/7/2013 16:15
494,利豐 (00494),瑞銀,,9,26/7/2013 15:36
999,I.T (00999),摩根大通,2.8,2.3,26/7/2013 11:32
1299,友邦保險 (01299),美銀美林,,36.75,26/7/2013 11:30
493,國美電器 (00493),建銀國際,1.2,0.8,26/7/2012 17:24
1208,五礦資源 (01208),德銀,4.02,3.89,26/7/2012 17:08
337,盛高置地 (00337),星展唯高達,,1.64,26/7/2012 17:01
2342,京信通信 (02342),瑞信,5,2.54,26/7/2012 17:00
5,匯豐控股 (00005),里昂,,72,26/7/2012 14:46
1928,金沙中國 (01928),摩根大通,34.8,30,26/7/2012 12:12
1928,金沙中國 (01928),里昂,35.7,33.3,26/7/2012 12:03
3323,中國建材 (03323),中銀國際,,20.7,26/7/2011 16:57
538,味千（中國） (00538),高盛,18.5,18.2,26/7/2011 16:39
845,恒盛地產 (00845),瑞信,,3.14,26/7/2011 15:50
16,新鴻基地產 (00016),瑞信,,152.9,26/7/2011 15:49
2208,金風科技 (02208),瑞信,7.2,4.5,26/7/2011 15:49
101,恆隆地產 (00101),瑞信,,35.9,26/7/2011 14:16
868,信義玻璃 (00868),里昂,,9,26/7/2011 14:13
2222,雷士照明 (02222),匯豐證券,,5.6,26/7/2011 14:11
3933,聯邦制藥 (03933),摩根士丹利,12,13.5,26/7/2010 09:48
756,天溢果業 (00756),大福證券,,3.5,26/7/2010 09:44
3818,中國動向 (03818),美銀美林,,5.4,26/7/2010 08:42
728,中國電信 (00728),花旗,,4,26/7/2010 18:05
762,中國聯通 (00762),花旗,10.1,9.5,26/7/2010 17:57
941,中移動 (00941),花旗,94,92,26/7/2010 17:49
872,錦恆汽車安全 (00872),新鴻基,,1.62,26/7/2010 17:33
151,中國旺旺 (00151),唯高達證券,,6.3,26/7/2010 16:21
1,長江實業 (00001),花旗銀行,,113.63,26/7/2010 15:10
101,恒隆地產 (00101),花旗銀行,,34.81,26/7/2010 15:09
506,中國食品 (00506),中銀國際,,3.5,26/7/2010 15:00
1080,勝利管道 (01080),東英,,1.6,26/7/2010 14:59
694,北京首都國際機場 (00694),麥格理,,3.3,26/7/2010 14:58
883,中國海洋石油 (00883),花旗,,15.9,26/7/2010 14:46
2018,瑞聲聲學 (02018),高盛,,15.7,26/7/2010 14:44
992,聯想集團 (00992),Mirae Asset Sec Eng Lang,,7.6,26/7/2010 14:36
941,中國移動 (00941),中銀國際,,84,26/7/2010 14:34
1928,金沙中國 (01928),CIMB,,16.49,26/7/2010 14:31
3898,南車時代 (03898),麥格理,18.7,20,26/7/2010 10:10
1,長實 (00001),瑞信,104,112,26/7/2010 10:02
151,中國旺旺 (00151),里昂,6,6.3,26/6/2019 10:59
384,中國燃氣 (00384),摩根士丹利,29,28.5,26/6/2018 11:02
1910,新秀麗 (01910),匯豐證券,,33,26/6/2015 13:36
27,銀河娛樂 (00027),瑞信,36.6,28.7,26/6/2015 13:29
762,中國聯通 (00762),瑞信,25.68,24,26/6/2015 13:22
823,領匯 (00823),大和,,48,26/6/2013 16:42
2382,舜宇光學 (02382),瑞信,,11.5,26/6/2013 16:41
694,北京首都機場 (00694),大和,5,5.4,26/6/2013 13:56
700,騰訊控股 (00700),摩根士丹利,,317.4,26/6/2013 13:43
177,江蘇寧滬 (00177),瑞銀,,9.3,26/6/2013 13:42
753,中國國航 (00753),瑞銀,,5.37,26/6/2013 13:41
1988,民生銀行 (01988),德銀,,9.82,26/6/2013 13:39
1880,百麗國際 (01880),高盛,14.4,15.7,26/6/2012 10:57
880,澳博控股 (00880),瑞信,,19.7,26/6/2012 10:50
494,利豐 (00494),麥格理,,12.5,26/6/2012 10:37
700,騰訊控股 (00700),Jefferies,,280,26/6/2012 10:33
891,立邦控股 (00891),交銀國際,,6.65,26/6/2012 10:31
992,聯想集團 (00992),野村,,6,26/5/2017 12:15
1999,敏華控股 (01999),花旗,,7.8,26/5/2017 10:30
388,港交所 (00388),德銀,285,375,26/5/2015 16:58
992,聯想集團 (00992),摩根大通,,15.5,26/5/2015 16:56
992,聯想集團 (00992),富瑞,,9,26/5/2015 16:54
992,聯想集團 (00992),里昂,,17.75,26/5/2015 16:53
493,國美電器 (00493),工銀國際,,2.5,26/5/2015 13:30
322,康師傅 (00322),摩根大通,,17,26/5/2015 13:22
1211,比亞迪 (01211),摩根大通,67,65,26/5/2014 12:37
303,偉易達 (00303),里昂,,113,26/5/2014 12:31
2331,李寧 (02331),瑞銀,,15,26/5/2011 08:54
2880,大連港 (02880),法巴,4.13,4.02,26/5/2011 08:49
2009,金隅股份 (02009),中銀國際,,15.04,26/5/2011 08:49
1938,珠江鋼管 (01938),工銀國際,,4.8,26/5/2011 17:49
267,中信泰富 (00267),德銀,,25,26/5/2011 17:35
3333,恒大地產 (03333),德銀,,7.11,26/5/2011 16:42
694,北京首都機場 (00694),摩通,5.6,4.9,26/5/2011 15:18
2909,利豐 (02909),瑞銀,16.5,9,26/5/2011 15:15
1234,中國利郎 (01234),摩根大通,,15,26/5/2011 15:13
3918,金界控股 (03918),花旗,,2.05,26/5/2011 15:03
267,中信泰富 (00267),德銀,,25,26/5/2011 15:01
3333,恒大地產 (03333),德銀,,7.11,26/5/2011 14:59
363,上海實業 (00363),里昂,,48,26/5/2011 14:56
991,大唐發電 (00991),德銀,,2.9,26/5/2011 13:58
66,港鐵公司 (00066),大和,,32.4,26/5/2010 18:02
709,佐丹奴國際 (00709),美銀美林,,4.15,26/5/2010 15:59
709,佐丹奴國際 (00709),大摩,,3.9,26/5/2010 15:35
709,佐丹奴國際 (00709),德銀,,3.8,26/5/2010 15:32
3,香港中華煤氣 (00003),高盛,,13.6,26/5/2010 15:12
992,聯想集團 (00992),美銀美林,,5.25,26/5/2010 15:12
3,中華煤氣 (00003),高盛,,13.6,26/5/2010 14:45
3888,金山軟件 (03888),星展唯高達,,6.6,26/5/2010 14:40
1137,城市電訊 (01137),CIMB-GK,,8,26/5/2010 14:37
709,佐丹奴 (00709),大摩,,3.9,26/5/2010 14:33
1818,招金礦業 (01818),瑞銀,,22.4,26/5/2010 10:30
1999,敏華控股 (01999),麥格理,,11,26/5/2010 10:10
489,東風汽車 (00489),瑞信,12.5,8.1,26/5/2010 10:04
700,騰訊控股 (00700),大福證券,,187,26/5/2010 10:00
522,ASM太平洋 (00522),富瑞,79,91,26/4/2019 15:36
2007,碧桂園 (02007),瑞銀,9.2,18.5,26/4/2019 10:34
323,馬鋼 (00323),瑞信,,3.5,26/4/2017 14:36
973,歐舒丹 (00973),花旗,,17.3,26/4/2017 13:09
973,歐舒丹 (00973),瑞信,14.5,15.6,26/4/2017 13:08
2,中電控股 (00002),瑞信,,68,26/4/2017 13:08
2,中電控股 (00002),花旗,,81,26/4/2017 13:07
511,電視廣播 (00511),德銀,,27.96,26/4/2016 15:15
2333,長城汽車 (02333),高盛,5.62,5.5,26/4/2016 15:14
2333,長城汽車 (02333),美銀美林,,6.93,26/4/2016 11:21
2333,長城汽車 (02333),瑞信,8,8.1,26/4/2016 11:20
3898,中車時代電氣 (03898),花旗,,65,26/4/2016 11:20
2333,長城汽車 (02333),瑞信,35,46,26/4/2013 15:27
1128,永利澳門 (01128),里昂,23.1,24.1,26/4/2013 15:16
762,中國聯通 (00762),巴克萊,,13,26/4/2013 12:30
857,中石油 (00857),野村,,10.5,26/4/2013 12:29
2628,中國人壽 (02628),德意志銀行,,27.5,26/4/2013 11:30
762,聯通 (00762),麥格里,,11.5,26/4/2013 11:29
750,興業太陽能 (00750),招商證券,,9.4,26/4/2013 11:27
762,中國聯通 (00762),德銀,,19.4,26/4/2012 15:19
763,中興通訊 (00763),巴克萊,,24.7,26/4/2012 14:53
522,ASM太平洋 (00522),瑞銀,60,55,26/4/2012 13:17
2628,中國人壽 (02628),花旗,,22.5,26/4/2012 13:13
358,江西銅業 (00358),高盛,,20.5,26/4/2012 13:11
762,中國聯通 (00762),巴克萊,,13,26/4/2012 13:07
489,東風集團 (00489),美銀美林,,14.5,26/4/2012 13:01
1199,中遠太平洋 (01199),高盛,,15.2,26/4/2012 12:11
175,吉利汽車 (00175),工銀亞洲,,3.75,26/4/2011 17:11
639,福山能源 (00639),中銀國際,6.85,7.18,26/4/2011 16:56
4,九倉 (00004),里昂,,67.4,26/4/2011 16:00
2338,濰柴動力 (02338),摩通,55,72,26/4/2011 15:46
5,匯豐控股 (00005),大摩,,100,26/4/2011 15:45
2319,蒙牛乳業 (02319),工銀亞洲,,29,26/4/2011 14:45
5,匯豐控股 (00005),里昂,,102,26/4/2011 12:53
2628,中國人壽 (02628),高盛,32.3,33.3,26/4/2011 12:50
390,中國中鐵 (00390),德銀,,4.91,26/4/2011 12:43
762,中國聯通 (00762),瑞信,,18.5,26/4/2011 12:40
330,思捷環球 (00330),德銀,,59.2,26/4/2010 18:10
330,思捷環球 (00330),花旗,,73,26/4/2010 17:23
330,思捷環球 (00330),大摩,,73,26/4/2010 17:16
1361,361度 (01361),建銀國際,,7.6,26/4/2010 16:39
1171,兗州煤業 (01171),摩根士丹利,21,24,26/4/2010 16:12
1055,南方航空 (01055),高盛,3.3,3.1,26/4/2010 16:06
1717,澳優乳業 (01717),麥格理,,5.5,26/4/2010 15:32
2,中電控股 (00002),麥格理,,46.7,26/4/2010 15:31
371,北控水務 (00371),星展唯高達,,3.92,26/4/2010 14:34
2388,中銀香港 (02388),里昂,,21.47,26/4/2010 14:31
1361,順龍控股 (01361),建銀國際,,7.6,26/4/2010 14:27
272,瑞安房地產 (00272),中銀國際,,5.26,26/4/2010 14:23
1333,中國忠旺 (01333),交銀國際,,8.2,26/4/2010 11:11
2380,中國電力 (02380),大福證券,2.58,2.31,26/4/2010 10:11
2313,申洲國際 (02313),富瑞,96,114,26/3/2019 18:35
2018,瑞聲科技 (02018),瑞信,33.2,36.7,26/3/2019 10:44
941,中移動 (00941),德銀,201,99,26/3/2018 11:25
2888,渣打集團 (02888),摩根大通,33,35,26/3/2015 18:12
688,中國海外發展 (00688),里昂,,31.1,26/3/2015 18:12
688,中國海外發展 (00688),德銀,28.48,28.98,26/3/2015 18:11
688,中國海外發展 (00688),摩根大通,24.5,28.5,26/3/2015 18:10
1109,華潤置地 (01109),摩根大通,23,24.5,26/3/2015 18:09
1109,華潤置地 (01109),里昂,,28,26/3/2015 18:09
2018,瑞聲科技 (02018),摩根大通,,46,26/3/2015 14:24
1336,新華保險 (01336),高盛高華,,51.25,26/3/2015 14:03
2313,申洲國際 (02313),里昂,,38,26/3/2015 13:48
1112,合生元 (01112),美銀美林,,33.5,26/3/2015 13:26
3323,中國建材 (03323),里昂,,6.5,26/3/2015 13:20
2018,瑞聲科技 (02018),里昂,,56,26/3/2015 13:15
2628,中國人壽 (02628),里昂,33,35,26/3/2015 13:14
1288,農業銀行 (01288),里昂,3.9,3.6,26/3/2014 16:22
1044,恒安國際 (01044),里昂,,101,26/3/2014 13:33
2628,中國人壽 (02628),摩根大通,,22,26/3/2014 13:13
12,恒基地產 (00012),巴克莱,,61.36,26/3/2013 09:15
3900,綠城中國 (03900),德意志银行,16.55,20.02,26/3/2013 09:14
1171,兗州煤業 (01171),瑞銀,,7.71,26/3/2013 09:02
3618,重農行 (03618),瑞銀,,3.4,26/3/2013 09:00
3900,綠城中國 (03900),花旗,,13.15,26/3/2013 08:59
220,統一中國 (00220),美銀美林,,10.5,26/3/2013 16:53
4,九倉 (00004),美銀美林,,73,26/3/2013 15:31
669,創科實業 (00669),摩根大通,,23,26/3/2013 15:12
5,匯豐控股 (00005),瑞信,96.67,100.48,26/3/2013 15:06
538,味千中國 (00538),摩根大通,8,9,26/3/2012 15:39
2380,中國電力 (02380),花旗,2.35,2.15,26/3/2012 15:01
494,利豐 (00494),摩根士丹利,19.3,21.5,26/3/2012 15:00
1880,百麗國際 (01880),摩根士丹利,15.5,17.5,26/3/2012 14:58
691,山水水泥 (00691),瑞信,8.5,5.7,26/3/2012 14:57
1288,農業銀行 (01288),里昂,,4.3,26/3/2012 11:17
939,建設銀行 (00939),花旗,,7.5,26/3/2012 11:00
939,建設銀行 (00939),瑞銀,,7.2,26/3/2012 10:52
1818,招金礦業 (01818),瑞信,15.7,15.24,26/3/2012 10:48
392,北控 (00392),里昂,,68,26/3/2010 09:52
1099,國藥 (01099),瑞銀,37,36.5,26/3/2010 09:22
1886,匯源果汁 (01886),元大,,4.4,26/3/2010 18:01
1398,工商銀行 (01398),摩通,,7.4,26/3/2010 17:59
1398,工商銀行 (01398),大摩,7.3,7.5,26/3/2010 17:58
291,華潤創業 (00291),麥格理,,32.4,26/3/2010 16:55
香港,中國(香港)石油 (00135),花旗,,14.6,26/3/2010 16:24
4,九龍倉集團 (00004),德銀,,52,26/3/2010 16:19
1044,恒安國際 (01044),未來資產,,66,26/3/2010 14:48
3808,中國重汽 (03808),三星證卷,,7.2,26/3/2010 14:45
香港,中國(香港)石油 (00135),花旗,,14.6,26/3/2010 14:42
4,九龍倉 (00004),德銀,,52,26/3/2010 14:39
709,佐丹奴國際 (00709),摩通,,3.2,26/3/2010 11:52
709,佐丹奴國際 (00709),德銀,,3.8,26/3/2010 11:49
165,中國光大控股 (00165),高盛,,21.5,26/3/2010 11:46
165,中國光大控股 (00165),德銀,,25.1,26/3/2010 11:43
297,中化化肥 (00297),大福,,5.26,26/3/2010 10:35
522,ASM太平洋 (00522),富瑞,72,79,26/2/2019 15:41
6823,香港電訊 (06823),匯豐,12,12.4,26/2/2019 10:33
2333,長城汽車 (02333),瑞信,,13.5,26/2/2018 12:19
388,港交所 (00388),里昂,140,155,26/2/2015 14:01
2689,玖龍紙業 (02689),瑞信,,8,26/2/2015 12:13
330,思捷環球 (00330),瑞信,8.75,7,26/2/2015 10:54
1299,友邦保險 (01299),瑞信,,47.5,26/2/2015 10:44
1880,百麗國際 (01880),里昂,12.42,12.15,26/2/2014 17:41
917,新世界中國 (00917),麥格理,5.06,5.26,26/2/2014 17:04
17,新世界發展 (00017),美銀美林,,12.3,26/2/2014 15:00
728,中電信 (00728),摩根士丹利,,4.5,26/2/2014 12:47
700,騰訊控股 (00700),高盛,,700,26/2/2014 12:17
23,東亞銀行 (00023),巴克萊,,26.3,26/2/2013 14:53
2020,安踏體育 (02020),摩根大通,3.6,3.3,26/2/2013 14:42
2689,玖龍紙業 (02689),野村,,10,26/2/2013 14:33
1177,中國生物製藥 (01177),交銀國際,,9.1,26/11/2018 14:34
3690,美團點評 (03690),摩根士丹利,75,72,26/11/2018 10:00
1929,周大福 (01929),摩根大通,13.4,12,26/11/2014 10:58
388,港交所 (00388),摩根士丹利,220,200,26/11/2014 10:56
973,歐舒丹 (00973),巴克萊,16.59,17.27,26/11/2013 16:00
631,三一國際 (00631),里昂,,4.5,26/11/2013 13:54
386,中石化 (00386),里昂,,7.5,26/11/2013 11:36
973,歐舒丹 (00973),麥格里,,14.8,26/11/2013 11:09
1088,中國神華 (01088),花旗,,38,26/11/2012 15:15
123,越秀地產 (00123),美銀美林,,2.8,26/11/2012 15:13
3337,安東油田服務 (03337),巴克萊,,3.5,26/11/2012 15:12
293,國泰航空 (00293),高盛,,11.8,26/11/2012 15:11
973,歐舒丹 (00973),花旗,,28,26/11/2012 15:08
293,國泰航空 (00293),巴克萊,,15.72,26/11/2012 12:16
1883,銀泰百貨 (01883),瑞信,,11.22,26/11/2012 11:53
1880,百麗國際 (01880),瑞信,16.6,17.5,26/11/2012 11:46
1193,華潤燃氣 (01193),中銀國際,16.6,17.24,26/11/2012 11:11
178,莎莎國際 (00178),摩根大通,4.9,8.9,26/11/2010 09:57
345,維他奶國際 (00345),海通國際,,6,26/11/2010 09:53
3818,中國動向 (3818 ),摩通,4,3.2,26/11/2010 17:53
489,東風集團 (00489),摩通,22,18,26/11/2010 15:55
88,大昌集團 (00088),星展唯高達,6.12,6.37,26/11/2010 15:40
135,昆侖能源 (00135),美銀美林,,11.1,26/11/2010 15:34
3888,金山軟件 (03888),野村,,3.7,26/11/2010 15:26
386,中石化 (00386),野村,8.5,9.6,26/11/2010 10:21
293,國泰航空 (00293),瑞銀,,26,26/11/2010 10:12
2382,舜宇光學科技 (02382),富瑞,169,65,26/10/2018 15:15
1513,麗珠醫藥 (01513),交銀國際,43,30,26/10/2018 14:12
914,海螺水泥 (00914),美銀美林,,58,26/10/2018 10:52
1880,百麗國際 (01880),德銀,6.26,6.02,26/10/2016 15:34
2888,渣打集團 (02888),德銀,49,54,26/10/2016 15:33
1958,北京汽車 (01958),匯豐證券,,5.9,26/10/2015 13:11
2333,長城汽車 (02333),摩根大通,,9,26/10/2015 13:10
1288,農業銀行 (01288),大和證券,4.25,3,26/10/2015 13:09
1288,農業銀行 (01288),德意志銀行,,4.61,26/10/2015 13:08
762,中國聯通 (00762),麥格里,,12,26/10/2012 09:48
3988,中國銀行 (03988),摩銀士丹利,,2.9,26/10/2012 09:19
3988,中國銀行 (03988),高盛高華,,3.5,26/10/2012 09:03
522,ASM PACIFIC (00522),瑞信,73.5,67.5,26/10/2012 15:19
1299,友邦 (01299),摩根士丹利,,38,26/10/2012 15:17
54,合和 (00054),高盛,24.4,26.6,26/10/2012 15:16
991,大唐 (00991),星展唯高達,,2.95,26/10/2012 15:15
763,中興通訊 (00763),摩根大通,16,15,26/10/2012 11:42
4,九倉 (00004),美銀美林,,46,26/10/2011 18:14
1099,國藥控股 (01099),野村,,26.6,26/10/2011 17:53
291,華潤置地 (00291),里昂,,32.24,26/10/2011 17:26
914,安徽海螺水泥 (00914),麥格理,,26,26/10/2011 16:26
17,新世界發展 (00017),美銀美林,,8.3,26/10/2011 14:49
3618,重慶農村商業銀行 (03618),CIMB Research,,3.54,26/10/2011 14:46
1099,國藥控股 (01099),野村,,26.6,26/10/2011 14:39
291,華潤創業 (00291),里昂,,34.24,26/10/2011 14:37
2600,中國鋁業 (02600),高盛,,4.9,26/10/2011 12:37
99,I.T (00099),摩通,,8,26/10/2011 12:34
210,達芙妮國際 (00210),工銀國際,,10.2,26/10/2011 12:20
914,安徽海螺水泥 (00914),花旗,45.77,28.05,26/10/2011 12:18
3618,重慶農村商業銀行 (03618),高盛,,5.3,26/10/2011 11:12
1898,中煤能源 (01898),花旗,15.4,9.3,26/10/2011 11:11
688,中國海外發展 (00688),摩根大通,,16.5,26/10/2011 10:43
1398,工商銀行 (01398),瑞銀,6.7,5.3,26/10/2011 10:41
388,港交所 (00388),中銀國際,,214,26/10/2010 08:26
11,恆生銀行 (00011),中銀國際,117,139,26/10/2010 08:21
688,中國海外 (00688),瑞信,17.7,16,26/10/2010 08:14
1109,華潤置地 (01109),瑞信,17,15.7,26/10/2010 08:09
1368,特步 (01368),工銀國際,,8.4,26/10/2010 18:05
3968,招商銀行 (03968),瑞信,23.86,24.13,26/10/2010 17:05
1211,比亞迪股份 (01211),瑞信,39,37,26/10/2010 16:12
2600,中國鋁業 (02600),花旗,,4,26/10/2010 15:29
1199,中遠太平洋 (01199),野村,13.2,15.5,26/10/2010 15:11
27,銀河娛樂 (00027),星展唯高達,,8.1,26/10/2010 15:06
384,中國燃氣 (00384),麥格里,,5.4,26/10/2010 14:54
27,銀河娛樂 (00027),國泰君安,,28,26/1/2016 14:01
12,恒基地產 (00012),德意志銀行,56.18,47.88,26/1/2016 13:43
210,達芙妮國際 (00210),里昂,3.68,3.2,26/1/2015 09:39
210,達芙妮國際 (00210),星展唯高達,3.4,2.4,26/1/2015 09:38
3311,中國建築國際 (03311),摩根大通,24,22,26/1/2015 18:31
144,招商局國際 (00144),摩根大通,25,34,26/1/2015 18:15
3699,萬達商業 (03699),德銀,,65,26/1/2015 13:43
3699,萬達商業 (03699),瑞信,,60,26/1/2015 12:24
3699,萬達商業 (03699),高盛,,73.8,26/1/2015 12:20
1828,大昌行 (01828),星展唯高達,,11.2,26/1/2012 18:57
881,中升控股 (00881),星展唯高達,,18.6,26/1/2012 18:53
1728,正通汽車 (01728),星展唯高達,,9.2,26/1/2012 18:51
763,中興通訊 (00763),花旗,,29,26/1/2012 18:06
941,中國移動 (00941),花旗,,92,26/1/2012 17:51
3618,重慶農村商業銀行 (03618),野村,,6.9,26/1/2011 18:11
3998,波斯登 (03998),金英,,4.46,26/1/2011 18:10
5,匯豐控股 (00005),里昂,,100,26/1/2011 16:15
347,鞍鋼股份 (00347),中銀國際,14.3,11,26/1/2011 15:55
880,澳博控股 (00880),德銀,,14.7,26/1/2011 15:30
2319,蒙牛乳業 (02319),高盛,,27,26/1/2011 15:29
3618,重慶農村商業銀行 (03618),野村,,6.9,26/1/2011 15:18
200,新濠國際發展 (00200),花旗,,7.1,26/1/2011 15:14
494,利豐 (00494),里昂,,52,26/1/2011 15:09
880,澳博控股 (00880),花旗,,16.5,26/1/2011 15:07
1880,百麗國際 (01880),摩通,,15,26/1/2011 15:01
23,東亞銀行 (00023),高盛,,41.4,26/1/2011 10:20
992,聯想集團 (00992),匯豐環球研究,4.9,4.5,26/1/2011 10:16
66,港鐵 (00066),摩根大通,30.9,31.9,26/1/2011 10:12
1968,匹克體育 (01968),高盛,,6.6,26/1/2011 10:10
3311,新創建 (03311),花旗,14,14.6,25/9/2017 11:07
2727,上海電氣 (02727),瑞信,,2.3,25/9/2015 16:12
968,信義光能 (00968),大和,2.9,3.3,25/9/2015 16:11
2689,玖龍紙業 (02689),瑞信,,6.9,25/9/2015 16:09
1336,新華保險 (01336),大和,,40,25/9/2015 11:46
659,新創建 (00659),高盛,,13.2,25/9/2015 11:45
1929,周大福 (01929),瑞信,,13.5,25/9/2014 14:03
3888,金山軟件 (03888),瑞信,,22,25/9/2014 13:56
17,新世界發展 (00017),高盛,,9.65,25/9/2014 12:20
17,新世界發展 (00017),里昂,,9.4,25/9/2014 12:19
968,信義光能 (00968),里昂,2.76,3.2,25/9/2014 12:17
17,新世界發展 (00017),美銀美林,,13.5,25/9/2013 17:47
763,中興通訊 (00763),Jefferies,,17.5,25/9/2013 17:45
1833,銀泰百貨 (01833),交銀國際,,10.3,25/9/2013 11:20
1988,民生銀行 (01988),高盛,,11.3,25/9/2013 10:57
3311,中國建築國際 (03311),大和,,16.5,25/8/2017 13:16
3311,中國建築國際 (03311),花旗,18,15,25/8/2017 12:07
12,恒基地產 (00012),花旗,,55.64,25/8/2016 11:17
762,中國電信 (00762),德銀,,5.5,25/8/2016 11:16
207,大悅城地產 (00207),花旗,,1.8,25/8/2016 11:15
151,中國旺旺 (00151),大和,7,6.4,25/8/2016 11:14
268,金蝶國際 (00268),瑞信,2.5,3.3,25/8/2016 11:14
2018,瑞聲科技 (02018),法巴,,48,25/8/2015 15:33
2018,瑞聲科技 (02018),大和,,53,25/8/2015 15:33
960,龍湖地產 (00960),高盛,16.5,16.6,25/8/2015 14:42
1114,華晨中國 (01114),花旗,20,8.2,25/8/2015 14:40
762,中國聯通 (00762),德意志銀行,15.4,14,25/8/2015 14:01
762,中國聯通 (00762),匯豐證券,,11.1,25/8/2015 13:50
941,中移動 (00941),里昂,,130,25/8/2015 13:42
322,康師傅 (00322),瑞信,17.9,13.2,25/8/2015 13:41
960,龍湖地產 (00960),瑞銀,15.3,14.48,25/8/2015 12:54
1114,華晨中國 (01114),瑞銀,14.5,12,25/8/2015 12:39
2018,瑞聲科技 (02018),里昂,46.27,45,25/8/2015 12:17
2018,瑞聲科技 (02018),滙豐,41.2,42.2,25/8/2015 12:09
2018,瑞聲科技 (02018),德銀,,45.5,25/8/2015 11:58
1099,國藥控股 (01099),德銀,32,30,25/8/2015 11:21
813,世茂房地產 (00813),德銀,13.16,8.34,25/8/2015 11:17
2208,金風科技 (02208),摩根士丹利,9.5,15.5,25/8/2014 15:15
1211,比亞迪股份 (01211),巴克萊,,24,25/8/2014 14:58
1211,比亞迪 (01211),野村國際,,64,25/8/2014 13:59
2602,中國太保 (02602),美銀美林,,35.06,25/8/2014 12:08
777,網龍 (00777),工銀國際,,20,25/8/2014 11:48
386,中石化 (00386),麥格里,,5,25/8/2014 11:35
175,吉利汽車 (00175),瑞信,2.3,2.4,25/8/2011 08:42
1361,361度 (01361),美銀美林,,6.3,25/8/2011 08:31
291,華潤創業 (00291),星展唯高達,,17,25/8/2011 18:02
1199,中遠太平洋 (01199),星展唯高達,20,17,25/8/2011 17:08
1211,比亞迪股份 (01211),摩根士丹利,,19,25/8/2011 15:58
3988,中國銀行 (03988),花旗,4.5,3.3,25/8/2011 15:13
3818,中國動向 (03818),花旗,1.5,1.65,25/8/2011 15:09
683,嘉里建設 (00683),花旗,51.81,51.94,25/8/2011 15:08
1122,慶鈴汽車 (1122 ),中銀國際,,3.56,25/8/2011 14:36
257,中國光大國際 (00257),CIMB Research,,5.27,25/8/2011 14:34
3339,中國龍工 (03339),中銀國際,,3.7,25/8/2011 14:32
291,華潤創業 (00291),大摩,,28,25/8/2011 14:31
762,中國聯通 (00762),摩通,,18.6,25/8/2011 12:46
1698,博士蛙國際 (01698),瑞銀,8,6.78,25/8/2011 12:12
762,中國聯通 (00762),摩根士丹利,,20,25/8/2011 12:10
700,騰訊 (00700),德銀,160,155,25/8/2010 09:49
883,中國海洋石油 (00883),大福證券,,14.66,25/8/2010 09:45
1368,特步國際 (01368),交銀國際,,7.54,25/8/2010 09:27
1068,雨潤食品 (01068),星展唯高達,28,30.4,25/8/2010 16:13
2318,中國平安 (02318),瑞銀,,66.5,25/8/2010 15:57
1211,比亞迪股份 (01211),花旗,,85,25/8/2010 15:51
1211,比亞迪股份 (01211),交銀國際,,55,25/8/2010 14:55
2318,中國平安 (02318),花旗,,85,25/8/2010 14:54
151,中國旺旺 (00151),中銀國際,,6.75,25/8/2010 14:43
123,越秀地產 (00123),京華山一,,2.11,25/8/2010 14:41
663,金山能源 (00663),3V Capital,,0.192,25/8/2010 14:38
2380,中國電力 (02380),CIMB Research,,2.09,25/8/2010 14:36
1099,國藥控股 (01099),花旗,,42,25/8/2010 10:15
2020,安踏體育 (02020),摩根大通,66,70.8,25/7/2019 11:28
2638,港燈 (02638),摩根大通,7.4,7.9,25/7/2018 17:39
2333,長城汽車 (02333),德銀,,17,25/7/2017 11:01
1970,IMAX中國 (01970),德銀,36,31,25/7/2016 15:23
101,恒隆地產 (00101),瑞信,21.75,21.8,25/7/2014 11:18
16,新鴻基地產 (00016),高盛,,122.4,25/7/2014 11:14
2328,舜宇光學 (02328),巴克萊,13.5,10.5,25/7/2013 16:26
981,中芯國際 (00981),瑞銀,,0.56,25/7/2013 15:36
1066,威高股份 (01066),摩根大通,9.5,8,25/7/2013 13:32
